OrderID,CustomerID,OrderDate,ProductID,Quantity
930,341,2024-04-02,49,6
931,350,2023-05-01,28,7
932,281,2024-04-21,45,7
933,146,2024-04-05,42,2
934,376,2023-06-07,39,8
935,376,2024-02-19,6,5
936,110,2024-04-01,41,2
937,486,2024-03-21,49,6
938,410,2023-11-25,21,8
939,359,2023-11-08,14,8
940,71,2024-03-30,45,4
941,480,2023-07-13,2,8
942,66,2024-04-05,13,4
943,255,2024-04-17,38,8
944,277,2024-02-21,32,7
945,350,2023-06-15,41,5
946,227,2024-04-13,39,1
947,94,2024-04-12,42,3
948,105,2024-04-23,31,5
949,355,2023-11-16,33,10
950,441,2023-08-29,37,7
951,443,2024-01-08,17,7
952,318,2024-03-12,48,10
953,156,2024-03-30,10,5
954,437,2024-01-21,31,6
955,156,2024-04-09,44,1
956,220,2024-04-20,41,1
957,130,2024-04-03,47,2
958,158,2024-04-15,6,2
959,294,2024-04-14,50,6
960,368,2023-05-18,24,5
961,431,2023-12-01,6,6
962,394,2023-09-21,20,9
963,426,2023-11-11,48,7
964,209,2024-04-08,23,3
965,37,2024-04-02,49,5
966,385,2023-05-31,25,9
967,298,2024-03-09,33,9
968,28,2024-03-30,28,1
969,298,2024-02-16,2,8
970,159,2024-04-12,9,4
971,493,2023-05-17,35,7
972,235,2024-04-12,3,2
973,223,2024-02-16,43,5
974,352,2024-04-03,16,6
975,198,2024-03-24,14,3
976,360,2023-09-27,24,6
977,109,2024-03-29,49,2
978,48,2024-04-09,3,1
979,311,2024-03-22,46,6
980,27,2024-03-28,29,3
981,209,2024-03-20,42,5
982,303,2024-02-12,49,9
983,260,2024-04-04,31,8
984,170,2024-01-29,8,4
985,65,2024-04-16,38,5
986,328,2024-02-05,17,9
987,56,2024-04-01,9,3
988,17,2024-03-29,21,5
989,431,2023-11-14,39,9
990,432,2023-06-06,1,10
991,150,2024-04-02,47,2
992,54,2024-04-02,31,1
993,132,2024-04-09,16,4
994,439,2023-07-14,19,10
995,429,2023-10-02,4,6
996,121,2024-04-14,22,1
997,145,2024-04-13,24,3
998,363,2023-05-27,14,5
999,445,2024-02-22,13,7
1000,401,2024-02-21,37,9
1001,217,2024-04-08,27,1
1002,306,2024-02-29,20,9
1003,68,2024-04-02,21,5
1004,345,2023-11-08,29,5
1005,56,2024-04-05,22,4
1006,270,2024-02-18,37,6
1007,397,2023-08-04,4,10
1008,459,2023-05-28,7,9
1009,37,2024-04-06,7,2
1010,36,2024-04-10,18,5
1011,454,2024-04-20,39,10
1012,144,2024-04-18,21,2
1013,260,2024-02-09,21,9
1014,170,2024-03-18,47,4
1015,488,2024-04-11,23,8
1016,441,2024-03-20,44,5
1017,64,2024-03-28,43,5
1018,463,2023-12-16,9,10
1019,81,2024-04-18,33,4
1020,88,2024-03-27,43,2
1021,108,2024-04-07,5,1
1022,483,2023-09-23,47,7
1023,178,2024-03-07,13,3
1024,381,2023-12-13,27,7
1025,348,2023-11-16,38,6
1026,313,2024-02-02,24,6
1027,336,2023-09-06,44,7
1028,126,2024-03-27,47,5
1029,425,2023-06-22,17,9
1030,292,2024-04-15,30,6
1031,414,2023-11-03,39,8
1032,91,2024-04-10,30,3
1033,364,2024-02-03,1,7
1034,471,2023-12-15,7,10
1035,80,2024-04-14,31,5
1036,96,2024-04-24,42,4
1037,488,2023-09-23,25,7
1038,118,2024-04-13,11,3
1039,93,2024-04-14,43,4
1040,241,2024-03-19,26,3
1041,276,2024-03-02,39,7
1042,428,2023-11-10,43,5
1043,96,2024-03-29,37,1
1044,312,2024-03-02,30,9
1045,237,2024-03-21,15,2
1046,49,2024-04-05,25,4
1047,242,2024-03-17,6,4
1048,32,2024-04-21,49,3
1049,151,2024-04-12,27,3
1050,92,2024-04-02,20,2
1051,185,2024-03-24,43,5
1052,152,2024-04-09,19,1
1053,389,2023-11-05,9,9
1054,410,2023-06-14,46,8
1055,199,2024-02-20,12,5
1056,155,2024-04-02,17,1
1057,3,2024-04-01,10,1
1058,338,2023-07-23,19,7
1059,228,2024-03-22,43,1
1060,270,2024-02-15,14,5
1061,154,2024-04-17,28,4
1062,215,2024-01-28,20,3
1063,461,2023-06-21,17,5
1064,325,2024-02-18,20,5
1065,116,2024-04-23,19,2
1066,51,2024-04-19,23,4
1067,32,2024-04-12,15,3
1068,485,2023-10-02,18,10
1069,103,2024-04-21,15,1
1070,157,2024-04-07,36,5
1071,25,2024-03-27,46,4
1072,319,2024-04-16,21,5
1073,154,2024-04-22,27,5
1074,420,2024-02-20,37,6
1075,125,2024-04-09,9,3
1076,151,2024-04-02,29,3
1077,485,2024-01-29,42,6
1078,243,2024-02-29,19,5
1079,94,2024-04-03,8,5
1080,153,2024-04-25,33,3
1081,440,2024-03-17,21,10
1082,340,2023-07-03,35,9
1083,438,2023-10-16,2,7
1084,122,2024-04-11,18,3
1085,42,2024-04-08,24,3
1086,493,2023-06-21,20,10
1087,429,2023-10-09,5,8
1088,388,2024-02-16,23,9
1089,386,2023-09-10,35,10
1090,244,2024-03-30,29,5
1091,24,2024-04-01,41,1
1092,500,2023-06-11,2,7
1093,325,2024-02-07,19,5
1094,78,2024-04-20,14,2
1095,403,2023-09-18,10,9
1096,311,2024-02-11,16,5
1097,245,2024-03-03,2,5
1098,282,2024-02-23,49,5
1099,124,2024-04-23,20,5
1100,44,2024-04-13,2,1
1101,210,2024-02-28,18,4
1102,427,2024-01-10,19,5
1103,202,2024-04-13,19,4
1104,101,2024-04-01,32,5
1105,191,2024-04-02,2,4
1106,40,2024-04-24,25,5
1107,316,2024-02-16,41,7
1108,400,2024-02-19,12,9
1109,80,2024-04-19,22,3
1110,465,2023-08-19,40,10
1111,116,2024-04-12,36,5
1112,458,2023-08-29,24,9
1113,175,2024-03-26,15,1
1114,322,2024-04-23,2,9
1115,98,2024-04-20,30,5
1116,46,2024-03-29,25,2
1117,131,2024-04-24,17,5
1118,483,2023-11-12,13,10
1119,478,2023-08-05,19,7
1120,477,2023-08-19,22,8
1121,260,2024-04-21,45,10
1122,290,2024-03-16,19,6
1123,433,2023-10-29,39,8
1124,342,2023-09-14,19,7
1125,470,2023-05-01,6,8
1126,137,2024-04-22,36,5
1127,288,2024-03-27,18,10
1128,373,2023-12-09,50,7
1129,367,2024-02-03,11,7
1130,73,2024-04-04,39,5
1131,231,2024-02-24,18,4
1132,236,2024-02-08,12,2
1133,442,2024-01-27,42,6
1134,459,2023-09-07,1,6
1135,478,2023-12-16,37,6
1136,231,2024-02-22,47,2
1137,172,2024-02-09,2,2
1138,38,2024-04-12,27,4
1139,13,2024-04-02,28,3
1140,134,2024-04-04,3,3
1141,412,2023-05-02,40,7
1142,22,2024-04-25,17,4
1143,179,2024-02-08,16,1
1144,430,2023-09-21,36,6
1145,162,2024-04-08,18,5
1146,230,2024-02-16,21,5
1147,109,2024-04-21,40,1
1148,471,2024-04-15,30,6
1149,336,2024-04-25,19,5
1150,229,2024-03-13,36,3
1151,33,2024-04-11,44,3
1152,191,2024-03-02,26,4
1153,357,2024-03-17,29,6
1154,150,2024-04-03,49,5
1155,410,2023-10-31,16,8
1156,445,2023-09-25,44,5
1157,231,2024-02-13,15,3
1158,472,2024-04-24,9,5
1159,214,2024-02-06,39,5
1160,40,2024-04-17,35,4
1161,426,2024-01-07,8,8
1162,262,2024-03-08,15,9
1163,115,2024-04-13,31,1
1164,109,2024-04-01,25,1
1165,84,2024-04-20,27,2
1166,227,2024-03-04,50,3
1167,108,2024-04-09,23,5
1168,363,2023-11-16,37,7
1169,129,2024-04-25,5,4
1170,187,2024-04-22,5,4
1171,477,2023-06-05,11,6
1172,144,2024-04-22,40,4
1173,317,2024-04-08,30,8
1174,332,2024-02-24,35,6
1175,349,2024-04-20,34,7
1176,29,2024-04-08,9,4
1177,179,2024-03-28,44,4
1178,274,2024-02-05,30,6
1179,419,2023-06-10,15,10
1180,472,2024-03-23,50,9
1181,27,2024-04-25,9,5
1182,417,2024-02-19,20,7
1183,166,2024-04-03,26,1
1184,213,2024-03-26,40,4
1185,119,2024-04-20,43,5
1186,172,2024-04-10,46,3
1187,135,2024-04-10,4,5
1188,33,2024-04-01,2,3
1189,48,2024-04-05,45,1
1190,266,2024-04-16,1,10
1191,39,2024-04-25,48,5
1192,457,2023-05-06,7,7
1193,350,2023-08-08,28,8
1194,385,2023-09-06,40,8
1195,214,2024-03-23,29,4
1196,5,2024-04-05,32,2
1197,213,2024-04-16,8,5
1198,275,2024-03-07,42,5
1199,453,2024-02-25,25,7
1200,275,2024-03-13,15,5
1201,97,2024-04-18,46,3
1202,440,2023-10-06,34,7
1203,133,2024-04-21,45,2
1204,66,2024-04-16,18,5
1205,15,2024-04-02,22,5
1206,472,2023-10-09,20,9
1207,374,2023-11-06,48,10
1208,307,2024-04-14,2,10
1209,60,2024-03-28,35,5
1210,129,2024-03-30,29,5
1211,77,2024-04-12,38,3
1212,42,2024-04-15,41,5
1213,87,2024-04-02,10,4
1214,472,2023-06-24,26,7
1215,415,2023-11-10,33,9
1216,199,2024-02-29,32,5
1217,448,2024-01-22,13,9
1218,463,2024-02-09,41,10
1219,214,2024-02-02,15,3
1220,487,2024-01-26,3,8
1221,181,2024-02-29,45,3
1222,396,2023-09-26,26,7
1223,50,2024-04-04,21,3
1224,122,2024-04-08,32,3
1225,126,2024-04-08,23,2
1226,259,2024-02-21,46,10
1227,68,2024-04-12,32,2
1228,137,2024-04-17,28,4
1229,372,2024-03-09,28,10
1230,8,2024-04-10,41,3
1231,112,2024-04-21,45,5
1232,239,2024-02-07,50,3
1233,500,2023-06-27,28,7
1234,454,2023-10-06,49,7
1235,233,2024-02-26,6,2
1236,453,2024-01-30,36,9
1237,321,2024-04-12,12,10
1238,487,2023-11-13,44,8
1239,128,2024-04-22,20,5
1240,111,2024-04-21,3,1
1241,422,2024-04-05,46,8
1242,317,2024-02-27,40,6
1243,150,2024-03-28,6,3
1244,332,2024-04-02,46,10
1245,326,2024-02-06,10,7
1246,375,2023-06-25,2,7
1247,284,2024-02-29,50,5
1248,496,2023-10-26,25,5
1249,228,2024-03-19,22,4
1250,60,2024-04-16,4,5
1251,429,2023-10-10,6,9
1252,287,2024-02-21,18,9
1253,348,2024-04-01,46,8
1254,402,2023-09-04,13,9
1255,252,2024-04-17,25,6
1256,189,2024-03-10,13,5
1257,47,2024-04-21,40,1
1258,500,2023-09-15,1,6
1259,336,2024-01-14,15,9
1260,223,2024-04-01,1,2
1261,46,2024-03-31,15,3
1262,86,2024-04-20,20,1
1263,313,2024-03-20,43,5
1264,349,2023-10-19,14,9
1265,114,2024-04-13,49,5
1266,163,2024-04-20,1,5
1267,423,2023-06-16,9,8
1268,455,2023-07-14,20,7
1269,14,2024-04-21,37,3
1270,19,2024-04-08,50,5
1271,136,2024-03-29,14,1
1272,286,2024-04-02,18,10
1273,318,2024-04-22,27,9
1274,333,2024-02-18,22,7
1275,37,2024-04-15,41,2
1276,166,2024-04-23,41,2
1277,348,2023-11-26,27,10
1278,340,2024-02-25,20,8
1279,256,2024-02-07,43,10
1280,390,2024-02-26,2,5
1281,164,2024-04-04,49,3
1282,266,2024-02-27,36,8
1283,79,2024-04-10,41,1
1284,223,2024-03-23,38,4
1285,347,2024-02-24,24,9
1286,362,2023-04-30,2,8
1287,208,2024-03-16,26,5
1288,237,2024-02-05,41,2
1289,240,2024-03-12,25,3
1290,152,2024-04-01,26,5
1291,483,2023-10-29,32,10
1292,267,2024-04-03,41,5
1293,187,2024-04-02,37,3
1294,132,2024-04-22,2,1
1295,254,2024-02-24,46,5
1296,252,2024-04-09,25,8
1297,229,2024-03-25,26,1
1298,307,2024-02-28,7,5
1299,144,2024-04-10,36,4
1300,11,2024-04-20,11,1
1301,261,2024-04-08,23,10
1302,159,2024-04-14,15,1
1303,116,2024-04-17,31,2
1304,159,2024-04-04,4,1
1305,272,2024-02-09,27,8
1306,125,2024-04-02,6,5
1307,360,2023-08-16,14,10
1308,257,2024-02-18,50,10
1309,338,2024-03-08,32,7
1310,186,2024-04-08,27,4
1311,498,2023-06-08,9,9
1312,237,2024-02-25,38,3
1313,201,2024-03-18,17,4
1314,368,2023-06-23,33,8
1315,241,2024-02-23,50,2
1316,253,2024-02-13,38,9
1317,441,2023-05-09,38,6
1318,192,2024-04-22,24,1
1319,470,2023-11-12,39,7
1320,421,2023-08-09,5,9
1321,154,2024-04-06,33,5
1322,150,2024-04-21,44,3
1323,18,2024-04-14,1,2
1324,162,2024-04-14,27,2
1325,116,2024-04-08,22,3
1326,143,2024-04-18,2,3
1327,166,2024-04-22,50,2
1328,313,2024-02-20,28,7
1329,212,2024-04-16,11,3
1330,231,2024-01-31,17,3
1331,258,2024-03-07,18,5
1332,73,2024-04-08,45,5
1333,244,2024-02-04,19,3
1334,469,2024-01-25,30,10
1335,192,2024-02-04,38,2
1336,260,2024-02-17,48,8
1337,219,2024-02-11,49,4
1338,60,2024-03-29,43,2
1339,31,2024-04-13,37,1
1340,91,2024-04-24,7,4
1341,112,2024-04-14,24,4
1342,36,2024-04-06,20,1
1343,173,2024-03-18,7,3
1344,232,2024-03-01,40,1
1345,407,2023-12-23,48,6
1346,396,2023-05-02,49,10
1347,229,2024-02-04,33,2
1348,250,2024-03-01,11,3
1349,119,2024-04-01,38,4
1350,137,2024-03-29,31,2
1351,67,2024-04-20,10,4
1352,18,2024-04-25,31,5
1353,260,2024-04-07,34,7
1354,155,2024-04-19,45,1
1355,7,2024-04-12,44,4
1356,292,2024-03-18,20,8
1357,433,2023-05-31,37,8
1358,278,2024-02-26,6,9
1359,99,2024-04-20,39,5
1360,168,2024-02-18,23,2
1361,371,2024-04-23,36,5
1362,59,2024-04-14,27,5
1363,213,2024-03-03,44,1
1364,130,2024-04-20,2,1
1365,27,2024-04-21,17,3
1366,56,2024-04-14,25,1
1367,165,2024-04-03,22,3
1368,430,2024-03-22,40,9
1369,288,2024-02-06,2,10
1370,246,2024-03-09,16,3
1371,315,2024-03-11,17,10
1372,288,2024-02-15,32,9
1373,317,2024-02-21,50,10
1374,60,2024-03-28,24,2
1375,301,2024-03-12,32,6
1376,491,2024-01-13,13,6
1377,118,2024-04-04,40,2
1378,441,2023-05-12,2,5
1379,330,2024-02-15,8,5
1380,154,2024-04-01,9,3
1381,36,2024-03-30,19,1
1382,388,2023-10-20,38,8
1383,91,2024-03-30,28,1
1384,290,2024-03-06,22,5
1385,462,2023-05-09,10,10
1386,96,2024-04-01,36,3
1387,224,2024-03-26,2,4
1388,243,2024-04-06,49,5
1389,35,2024-04-09,7,3
1390,202,2024-04-22,4,1
1391,384,2023-09-23,2,8
1392,288,2024-02-07,45,6
1393,283,2024-02-28,29,7
1394,337,2023-05-26,49,10
1395,302,2024-02-07,10,10
1396,409,2023-09-09,1,6
1397,199,2024-04-10,30,4
1398,438,2023-11-24,15,6
1399,338,2024-02-22,16,7
1400,137,2024-04-06,13,3
1401,76,2024-03-30,14,4
1402,10,2024-04-04,14,3
1403,209,2024-02-14,50,3
1404,66,2024-04-13,34,5
1405,36,2024-03-27,21,5
1406,148,2024-04-24,6,5
1407,316,2024-04-20,12,6
1408,284,2024-02-26,17,8
1409,270,2024-02-23,33,10
1410,77,2024-03-28,34,2
1411,440,2024-04-05,3,6
1412,102,2024-04-09,40,1
1413,338,2023-11-11,14,6
1414,439,2023-08-20,39,8
1415,187,2024-02-08,24,1
1416,265,2024-04-04,23,10
1417,87,2024-04-06,29,1
1418,339,2024-02-29,11,10
1419,241,2024-02-06,19,3
1420,89,2024-03-30,50,5
1421,249,2024-04-06,17,3
1422,489,2023-08-14,14,6
1423,173,2024-02-18,37,3
1424,264,2024-02-20,16,10
1425,426,2023-04-28,12,7
1426,172,2024-04-22,6,4
1427,302,2024-02-12,44,10
1428,222,2024-04-05,32,2
1429,114,2024-04-01,39,3
1430,19,2024-03-28,43,5
1431,242,2024-03-02,18,2
1432,359,2024-01-04,41,9
1433,109,2024-04-25,13,1
1434,369,2023-12-13,35,10
1435,447,2023-07-11,15,6
1436,458,2023-08-28,14,9
1437,397,2023-07-11,10,7
1438,358,2023-10-04,30,5
1439,70,2024-04-17,12,3
1440,252,2024-02-18,6,6
1441,155,2024-04-12,14,3
1442,317,2024-02-05,7,8
1443,338,2024-02-12,41,6
1444,185,2024-02-22,3,4
1445,324,2024-02-22,42,8
1446,113,2024-04-23,22,5
1447,69,2024-03-28,28,1
1448,476,2023-09-30,24,8
1449,189,2024-04-04,34,2
1450,422,2023-10-30,46,9
1451,292,2024-02-26,41,6
1452,418,2023-08-21,43,10
1453,414,2024-02-10,22,10
1454,172,2024-04-02,36,3
1455,245,2024-03-21,10,3
1456,406,2024-02-26,27,8
1457,122,2024-04-10,25,4
1458,392,2023-10-14,49,7
1459,67,2024-04-04,9,4
1460,449,2024-03-20,22,8
1461,418,2023-10-21,35,8
1462,62,2024-04-04,30,5
1463,143,2024-04-23,47,3
1464,198,2024-03-04,48,2
1465,449,2024-02-28,33,6
1466,286,2024-03-05,39,7
1467,171,2024-01-27,42,3
1468,483,2023-08-11,45,10
1469,74,2024-04-19,50,4
1470,101,2024-04-14,37,3
1471,96,2024-04-21,8,2
1472,161,2024-04-07,36,4
1473,167,2024-02-13,8,4
1474,182,2024-01-30,29,3
1475,451,2023-08-04,11,6
1476,197,2024-01-28,19,4
1477,490,2023-08-23,19,6
1478,283,2024-02-16,38,7
1479,410,2024-01-03,20,8
1480,234,2024-03-19,6,3
1481,71,2024-04-03,45,2
1482,406,2023-12-16,12,7
1483,380,2023-08-06,3,8
1484,318,2024-02-06,17,5
1485,297,2024-02-07,5,7
1486,16,2024-03-28,25,1
1487,427,2024-03-17,27,7
1488,336,2023-10-16,9,6
1489,58,2024-04-19,38,5
1490,37,2024-04-08,40,1
1491,499,2023-07-31,2,7
1492,498,2023-09-21,44,6
1493,419,2023-06-09,4,5
1494,54,2024-03-29,27,2
1495,386,2024-02-25,34,9
1496,440,2024-02-29,19,10
1497,305,2024-02-02,38,6
1498,296,2024-03-23,46,10
1499,80,2024-04-01,7,1
1500,194,2024-03-16,17,3
1501,187,2024-03-27,26,4
1502,253,2024-03-13,3,5
1503,196,2024-03-12,26,3
1504,90,2024-04-08,49,1
1505,84,2024-04-01,6,3
1506,358,2023-09-09,34,7
1507,35,2024-04-20,38,2
1508,47,2024-03-28,33,3
1509,368,2023-12-09,49,7
1510,90,2024-04-12,10,3
1511,8,2024-04-17,48,2
1512,154,2024-04-01,14,3
1513,122,2024-03-28,32,3
1514,319,2024-03-07,40,10
1515,299,2024-04-10,20,10
1516,118,2024-04-17,28,2
1517,47,2024-04-07,13,1
1518,241,2024-03-22,1,4
1519,60,2024-04-09,44,1
1520,83,2024-04-11,1,3
1521,140,2024-04-16,7,5
1522,159,2024-03-27,11,1
1523,118,2024-04-09,42,3
1524,106,2024-04-17,46,1
1525,213,2024-04-06,45,4
1526,24,2024-04-20,17,3
1527,91,2024-04-21,16,1
1528,367,2023-05-03,6,7
1529,469,2023-06-02,12,6
1530,471,2023-12-24,19,6
1531,498,2023-07-17,48,5
1532,206,2024-02-06,13,3
1533,419,2023-06-19,28,7
1534,274,2024-03-27,24,8
1535,31,2024-04-07,9,3
1536,477,2024-04-04,4,6
1537,437,2023-05-08,45,7
1538,352,2023-05-20,44,5
1539,460,2023-08-19,32,5
1540,114,2024-04-25,28,3
1541,189,2024-03-23,24,2
1542,369,2023-09-09,24,10
1543,245,2024-03-26,38,3
1544,341,2023-09-13,34,10
1545,387,2024-03-20,15,9
1546,15,2024-04-03,35,4
1547,358,2024-01-09,7,8
1548,465,2023-11-11,40,10
1549,456,2023-09-23,24,7
1550,69,2024-04-19,11,5
1551,360,2024-03-31,14,5
1552,438,2024-03-03,45,5
1553,12,2024-04-22,12,1
1554,113,2024-03-27,1,4
1555,23,2024-03-28,20,5
1556,448,2024-01-06,36,10
1557,238,2024-03-29,41,3
1558,171,2024-03-15,1,2
1559,354,2024-03-28,15,5
1560,405,2023-05-21,19,6
1561,360,2023-06-07,9,7
1562,158,2024-03-29,38,5
1563,5,2024-04-25,47,3
1564,371,2024-02-25,41,10
1565,33,2024-03-30,6,2
1566,282,2024-04-22,13,7
1567,164,2024-04-22,23,4
1568,106,2024-04-03,45,1
1569,12,2024-03-28,33,1
1570,463,2024-01-31,37,9
1571,133,2024-04-19,19,5
1572,236,2024-01-31,20,5
1573,413,2024-03-02,50,9
1574,28,2024-04-06,34,1
1575,413,2023-07-29,48,6
1576,194,2024-04-18,15,3
1577,473,2024-03-11,35,9
1578,267,2024-03-20,50,5
1579,497,2024-02-20,1,5
1580,156,2024-04-04,16,5
1581,441,2023-09-09,46,7
1582,462,2023-12-09,12,7
1583,226,2024-03-13,45,2
1584,85,2024-04-07,8,4
1585,464,2023-12-10,1,10
1586,231,2024-03-11,44,1
1587,233,2024-03-21,33,5
1588,180,2024-02-07,17,4
1589,349,2023-07-14,12,7
1590,466,2023-10-27,30,5
1591,117,2024-04-11,18,5
1592,262,2024-02-25,12,6
1593,229,2024-04-17,45,5
1594,427,2023-08-04,17,7
1595,112,2024-04-23,7,2
1596,216,2024-03-08,9,4
1597,309,2024-03-24,30,10
1598,389,2024-03-19,43,8
1599,236,2024-04-11,4,3
1600,25,2024-04-10,11,5
1601,136,2024-04-07,36,3
1602,475,2023-06-06,40,7
1603,487,2024-04-16,33,6
1604,340,2024-02-18,15,7
1605,136,2024-04-24,2,3
1606,125,2024-03-31,28,3
1607,93,2024-04-01,27,1
1608,324,2024-03-19,22,5
1609,307,2024-03-14,19,8
1610,274,2024-04-14,37,7
1611,318,2024-02-11,46,9
1612,333,2024-02-24,28,7
1613,201,2024-01-28,33,4
1614,121,2024-04-09,37,1
1615,181,2024-03-11,23,2
1616,256,2024-04-05,12,7
1617,167,2024-03-24,2,5
1618,41,2024-04-08,13,5
1619,149,2024-04-07,33,2
1620,159,2024-04-13,36,4
1621,217,2024-03-03,15,1
1622,281,2024-02-12,21,8
1623,14,2024-04-23,42,4
1624,273,2024-02-26,1,5
1625,203,2024-03-31,2,1
1626,457,2023-08-27,39,7
1627,334,2024-01-20,22,7
1628,317,2024-03-27,50,9
1629,409,2023-08-03,22,9
1630,264,2024-04-05,48,7
1631,440,2024-03-26,13,10
1632,477,2024-03-29,5,9
1633,46,2024-04-12,49,1
1634,298,2024-03-26,29,5
1635,161,2024-04-06,7,4
1636,445,2023-08-21,4,7
1637,150,2024-04-09,20,3
1638,180,2024-02-19,8,2
1639,44,2024-04-22,25,1
1640,29,2024-04-04,24,1
1641,290,2024-03-05,36,9
1642,365,2023-09-19,11,7
1643,365,2023-10-11,20,5
1644,61,2024-04-12,21,4
1645,23,2024-04-12,25,5
1646,76,2024-04-03,18,5
1647,337,2024-01-23,25,6
1648,463,2023-07-20,41,8
1649,409,2023-10-05,28,6
1650,343,2024-01-29,40,5
1651,64,2024-04-23,20,2
1652,320,2024-04-06,7,9
1653,259,2024-04-17,29,7
1654,482,2023-06-29,44,10
1655,18,2024-04-18,33,2
1656,367,2023-12-17,49,6
1657,205,2024-04-20,26,2
1658,441,2023-05-23,2,5
1659,357,2024-02-23,9,10
1660,410,2024-03-15,5,5
1661,491,2023-09-05,5,9
1662,115,2024-04-02,13,3
1663,61,2024-04-13,7,2
1664,85,2024-03-28,20,1
1665,265,2024-04-24,45,8
1666,144,2024-04-09,10,2
1667,124,2024-04-17,2,3
1668,438,2023-07-01,10,8
1669,430,2023-05-09,43,6
1670,60,2024-04-18,22,3
1671,364,2024-01-28,41,6
1672,466,2024-02-23,43,10
1673,231,2024-02-15,24,1
1674,133,2024-04-04,11,1
1675,475,2023-11-27,8,9
1676,311,2024-02-26,47,8
1677,138,2024-04-02,1,1
1678,200,2024-03-02,36,5
1679,193,2024-04-19,6,3
1680,348,2024-04-16,35,10
1681,490,2024-04-11,49,7
1682,202,2024-02-22,26,5
1683,416,2023-07-22,48,9
1684,167,2024-03-18,27,1
1685,206,2024-04-12,33,2
1686,462,2023-04-29,35,9
1687,109,2024-04-16,13,3
1688,250,2024-02-07,49,3
1689,372,2023-05-07,19,9
1690,291,2024-02-06,48,5
1691,68,2024-04-10,4,2
1692,100,2024-04-02,28,3
1693,194,2024-02-03,11,5
1694,418,2023-07-26,32,9
1695,97,2024-04-12,5,2
1696,361,2024-02-29,12,8
1697,82,2024-04-04,26,3
1698,140,2024-04-07,9,2
1699,277,2024-04-17,30,5
1700,244,2024-02-16,11,1
1701,88,2024-03-28,13,2
1702,469,2023-12-12,13,6
1703,268,2024-03-09,3,7
1704,81,2024-04-14,44,5
1705,119,2024-04-21,18,5
1706,311,2024-02-12,25,6
1707,396,2024-02-19,7,10
1708,244,2024-04-14,45,4
1709,498,2024-03-18,3,10
1710,108,2024-04-14,6,5
1711,451,2024-02-01,15,5
1712,216,2024-03-27,49,3
1713,391,2023-10-24,39,8
1714,237,2024-02-02,25,5
1715,286,2024-03-31,20,9
1716,119,2024-04-21,49,4
1717,389,2024-01-02,7,6
1718,74,2024-03-27,47,1
1719,361,2023-05-31,8,6
1720,315,2024-04-24,29,8
1721,194,2024-01-31,8,3
1722,330,2024-02-03,44,7
1723,133,2024-04-19,27,4
1724,265,2024-04-15,38,7
1725,309,2024-02-28,11,6
1726,272,2024-03-29,37,6
1727,284,2024-02-06,16,7
1728,450,2023-09-29,39,8
1729,11,2024-04-01,27,3
1730,116,2024-04-10,28,3
1731,442,2024-03-06,8,8
1732,323,2024-03-06,17,9
1733,146,2024-04-17,40,2
1734,157,2024-04-06,14,5
1735,53,2024-04-02,9,5
1736,152,2024-04-07,13,4
1737,167,2024-02-02,42,2
1738,322,2024-01-28,50,5
1739,205,2024-04-20,28,3
1740,316,2024-03-25,11,10
1741,314,2024-04-02,38,5
1742,87,2024-04-07,21,3
1743,81,2024-04-11,4,2
1744,196,2024-03-11,32,2
1745,311,2024-02-09,30,7
1746,324,2024-02-25,15,9
1747,26,2024-04-15,36,4
1748,12,2024-04-22,1,4
1749,236,2024-03-18,8,2
1750,10,2024-04-12,5,2
1751,389,2023-06-13,40,8
1752,54,2024-04-20,16,3
1753,120,2024-04-13,28,3
1754,358,2023-05-09,14,7
1755,142,2024-04-03,25,1
1756,122,2024-04-09,42,2
1757,168,2024-03-15,39,4
1758,306,2024-03-20,35,7
1759,68,2024-04-22,21,5
1760,472,2023-12-29,18,8
1761,94,2024-04-20,13,5
1762,480,2023-07-11,12,5
1763,391,2023-10-25,9,10
1764,217,2024-03-04,31,3
1765,439,2023-08-19,45,9
1766,136,2024-04-23,15,1
1767,478,2023-09-14,11,6
1768,246,2024-03-14,45,1
1769,200,2024-04-07,39,5
1770,499,2024-01-10,18,6
1771,470,2023-09-20,5,6
1772,215,2024-02-10,38,3
1773,1,2024-04-20,31,2
1774,466,2023-05-10,14,5
1775,389,2024-01-22,3,8
1776,369,2023-09-12,4,6
1777,202,2024-02-19,10,4
1778,230,2024-04-17,46,4
1779,223,2024-04-04,36,4
1780,356,2024-02-27,45,10
1781,37,2024-04-11,16,3
1782,210,2024-03-24,21,3
1783,54,2024-04-04,31,1
1784,247,2024-03-23,3,1
1785,301,2024-03-10,30,8
1786,275,2024-04-14,24,6
1787,353,2023-08-15,18,9
1788,411,2024-01-24,13,6
1789,276,2024-02-22,4,5
1790,83,2024-04-07,7,1
1791,286,2024-03-18,10,5
1792,40,2024-03-27,45,4
1793,32,2024-04-09,24,1
1794,20,2024-03-29,11,3
1795,318,2024-02-12,29,5
1796,377,2023-08-18,2,8
1797,179,2024-02-05,32,3
1798,90,2024-04-17,3,3
1799,13,2024-04-16,21,3
1800,163,2024-04-05,31,4
1801,158,2024-04-14,21,2
1802,422,2024-02-02,10,7
1803,367,2023-05-28,30,7
1804,321,2024-04-08,23,7
1805,219,2024-03-08,14,3
1806,332,2024-01-31,13,8
